source,image,old_class_id,old_class_ko,cx,cy,w,h,area,edges_touched,flags,is_representative
9ban,A1_B3_P9_2022-05-24_IR1_00021,21,MCCB,0.1048,0.79,0.2092,0.2341,0.04898,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00021,21,MCCB,0.1127,0.4796,0.2252,0.3028,0.06819,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00022,22,MCCB 접촉부,0.4121,0.8667,0.0618,0.2638,0.01631,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00022,21,MCCB,0.1013,0.8004,0.2027,0.23,0.04662,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00022,22,MCCB 접촉부,0.629,0.9307,0.0477,0.1386,0.00662,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00022,21,MCCB,0.5053,0.8615,0.2552,0.277,0.07068,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,22,MCCB 접촉부,0.6317,0.0756,0.0508,0.1512,0.00767,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,21,MCCB,0.4966,0.8429,0.3485,0.3142,0.10953,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,22,MCCB 접촉부,0.6368,0.8465,0.0545,0.3063,0.0167,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,22,MCCB 접촉부,0.3527,0.8506,0.0508,0.2978,0.01511,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,21,MCCB,0.4796,0.0836,0.346,0.1663,0.05754,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00023,22,MCCB 접촉부,0.3387,0.0831,0.0487,0.1599,0.00778,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00024,21,MCCB,0.587,0.0595,0.3336,0.119,0.03971,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,22,MCCB 접촉부,0.4653,0.0592,0.0597,0.1184,0.00706,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,22,MCCB 접촉부,0.7122,0.0646,0.0597,0.1291,0.0077,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,21,MCCB,0.6123,0.842,0.304,0.316,0.09606,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,21,MCCB,0.1035,0.8502,0.2071,0.1418,0.02936,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,21,MCCB,0.1016,0.4939,0.203,0.4149,0.08422,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00024,22,MCCB 접촉부,0.4814,0.849,0.0499,0.3019,0.01507,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00025,21,MCCB,0.0821,0.3012,0.1642,0.3516,0.05774,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00025,22,MCCB 접촉부,0.4263,0.87,0.0736,0.2559,0.01884,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00025,21,MCCB,0.5096,0.1406,0.304,0.2811,0.08547,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00025,21,MCCB,0.0961,0.7193,0.1922,0.3516,0.06757,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00025,22,MCCB 접촉부,0.6521,0.1372,0.0411,0.2667,0.01096,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00028,21,MCCB,0.0965,0.5431,0.193,0.2361,0.04556,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00028,21,MCCB,0.0992,0.8061,0.1981,0.201,0.03982,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00028,21,MCCB,0.1057,0.232,0.2115,0.2513,0.05315,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00028,22,MCCB 접촉부,0.0076,0.5483,0.0151,0.2485,0.00376,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00029,21,MCCB,0.1017,0.8093,0.2034,0.1927,0.0392,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00029,22,MCCB 접촉부,0.0148,0.512,0.0297,0.181,0.00537,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,21,MCCB,0.1072,0.4592,0.2144,0.2767,0.05931,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,21,MCCB,0.5718,0.0765,0.2855,0.1529,0.04366,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,22,MCCB 접촉부,0.6745,0.0706,0.0676,0.1411,0.00954,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,22,MCCB 접촉부,0.4601,0.0778,0.0676,0.1555,0.01052,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,21,MCCB,0.0946,0.7968,0.1892,0.2214,0.0419,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00030,21,MCCB,0.1117,0.1775,0.2234,0.1407,0.03145,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00033,22,MCCB 접촉부,0.4249,0.9361,0.1278,0.1278,0.01634,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00033,21,MCCB,0.5619,0.0813,0.5116,0.1627,0.08322,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00033,22,MCCB 접촉부,0.8276,0.9349,0.0721,0.1302,0.00939,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00033,22,MCCB 접촉부,0.7574,0.0946,0.0676,0.1892,0.01279,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00033,21,MCCB,0.6126,0.933,0.5116,0.1339,0.06851,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00034,22,MCCB 접촉부,0.2761,0.8759,0.0622,0.2482,0.01543,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00034,21,MCCB,0.4929,0.0737,0.3611,0.1475,0.05325,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00034,22,MCCB 접촉부,0.6331,0.0776,0.0672,0.1551,0.01043,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00034,22,MCCB 접촉부,0.6928,0.8511,0.0716,0.2966,0.02125,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00034,21,MCCB,0.4918,0.8459,0.4976,0.3082,0.15333,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00035,21,MCCB,0.5184,0.0554,0.4321,0.1099,0.04747,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00035,21,MCCB,0.4785,0.9334,0.5718,0.1332,0.07615,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00035,22,MCCB 접촉부,0.7109,0.9439,0.0879,0.111,0.00975,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4321,0.8321,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3671,0.8336,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4276,0.7524,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3634,0.7545,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.431,0.6768,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3671,0.6763,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4299,0.5977,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3668,0.5937,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4315,0.5085,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.365,0.5097,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4315,0.4274,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3638,0.424,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4328,0.3307,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3668,0.3191,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.4333,0.2293,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00036,22,MCCB 접촉부,0.3672,0.2319,0.02,0.0503,0.00101,0,초소형,1
9ban,A1_B3_P9_2022-05-24_IR1_00038,21,MCCB,0.4689,0.1144,0.1989,0.2248,0.04472,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00039,21,MCCB,0.5209,0.0842,0.1858,0.1643,0.03052,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00039,22,MCCB 접촉부,0.5936,0.0841,0.0342,0.1683,0.00575,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00040,21,MCCB,0.1227,0.5484,0.2454,0.6382,0.15662,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00040,21,MCCB,0.5685,0.0459,0.5015,0.0908,0.04555,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00040,22,MCCB 접촉부,0.7688,0.0391,0.0805,0.0781,0.00628,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00043,21,MCCB,0.5538,0.0443,0.461,0.088,0.04059,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00045,22,MCCB 접촉부,0.5663,0.0915,0.0871,0.1831,0.01595,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00046,21,MCCB,0.3738,0.9496,0.3546,0.1003,0.03558,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00046,22,MCCB 접촉부,0.2231,0.9604,0.0483,0.079,0.00382,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00046,22,MCCB 접촉부,0.5182,0.9544,0.0556,0.0912,0.00508,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00047,22,MCCB 접촉부,0.3593,0.964,0.0686,0.0721,0.00494,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00047,22,MCCB 접촉부,0.6881,0.9497,0.0545,0.1005,0.00548,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00047,21,MCCB,0.5213,0.9485,0.3952,0.103,0.04071,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00048,21,MCCB,0.6168,0.9244,0.3703,0.1512,0.05597,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00048,22,MCCB 접촉부,0.7698,0.9223,0.0548,0.1554,0.00851,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00048,22,MCCB 접촉부,0.4678,0.9527,0.0678,0.0946,0.00642,1,프레임접촉x1,0
9ban,A1_B3_P9_2022-05-24_IR1_00050,22,MCCB 접촉부,0.6671,0.8767,0.0598,0.2459,0.01471,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00050,21,MCCB,0.5196,0.8777,0.3668,0.2438,0.08943,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00050,22,MCCB 접촉부,0.3689,0.8974,0.0569,0.1986,0.01129,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00051,21,MCCB,0.4978,0.0448,0.3826,0.0892,0.03413,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00055,22,MCCB 접촉부,0.6314,0.9468,0.072,0.1064,0.00766,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00055,21,MCCB,0.4207,0.9246,0.4938,0.1507,0.07444,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00056,22,MCCB 접촉부,0.2807,0.9382,0.0871,0.1237,0.01077,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00056,22,MCCB 접촉부,0.7637,0.9413,0.0871,0.1175,0.01023,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00056,21,MCCB,0.526,0.9253,0.582,0.1495,0.08699,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00057,22,MCCB 접촉부,0.6849,0.9364,0.0688,0.1272,0.00875,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00058,21,MCCB,0.5004,0.0769,0.388,0.1538,0.05968,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00058,22,MCCB 접촉부,0.6656,0.902,0.0731,0.1952,0.01427,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00058,21,MCCB,0.4625,0.895,0.4835,0.21,0.10151,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00058,22,MCCB 접촉부,0.2579,0.9079,0.068,0.1834,0.01248,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00058,22,MCCB 접촉부,0.6484,0.0721,0.074,0.1433,0.0106,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00059,22,MCCB 접촉부,0.4581,0.879,0.0643,0.242,0.01556,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00059,22,MCCB 접촉부,0.7946,0.8839,0.0643,0.2323,0.01494,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00059,21,MCCB,0.6131,0.8724,0.4833,0.2551,0.1233,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00059,21,MCCB,0.5718,0.0519,0.4706,0.1031,0.04851,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00061,21,MCCB,0.5462,0.0744,0.4856,0.1487,0.07223,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00061,22,MCCB 접촉부,0.3025,0.9291,0.1038,0.1418,0.01472,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00061,21,MCCB,0.5177,0.917,0.4847,0.166,0.08046,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00061,22,MCCB 접촉부,0.7779,0.0707,0.0778,0.1404,0.01093,1,프레임접촉x1,1
9ban,A1_B3_P9_2022-05-24_IR1_00061,22,MCCB 접촉부,0.7228,0.9213,0.1038,0.1575,0.01636,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00001,22,MCCB 접촉부,0.3671,0.96,0.041,0.08,0.00328,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00001,22,MCCB 접촉부,0.6027,0.9577,0.041,0.08,0.00328,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00002,21,MCCB,0.4705,0.1316,0.3013,0.2619,0.07889,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00005,22,MCCB 접촉부,0.6231,0.1137,0.0526,0.2264,0.0119,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00005,22,MCCB 접촉부,0.3566,0.0958,0.0591,0.1889,0.01116,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00005,21,MCCB,0.4905,0.1105,0.3286,0.2208,0.07256,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00006,22,MCCB 접촉부,0.4313,0.0193,0.0566,0.0386,0.00218,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00007,22,MCCB 접촉부,0.7901,0.1156,0.0434,0.2311,0.01003,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00009,21,MCCB,0.0881,0.417,0.1762,0.2336,0.04115,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00009,21,MCCB,0.0826,0.6687,0.1651,0.2336,0.03857,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00010,21,MCCB,0.0594,0.5754,0.1189,0.3075,0.03655,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00011,21,MCCB,0.0737,0.6265,0.1469,0.3342,0.04911,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00011,22,MCCB 접촉부,0.8463,0.9382,0.0448,0.1232,0.00552,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00012,22,MCCB 접촉부,0.0101,0.3192,0.02,0.3723,0.00746,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00012,22,MCCB 접촉부,0.0098,0.7225,0.0194,0.2724,0.00529,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00013,22,MCCB 접촉부,0.9927,0.776,0.0147,0.2046,0.003,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00017,21,MCCB,0.2633,0.9158,0.1885,0.1683,0.03173,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00017,22,MCCB 접촉부,0.3043,0.9342,0.055,0.1316,0.00724,1,프레임접촉x1,0
9ban,A2_B1_P9_2022-06-03_IR1_00018,21,MCCB,0.6965,0.936,0.2568,0.1279,0.03285,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00018,21,MCCB,0.2731,0.9675,0.2357,0.065,0.01532,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00018,22,MCCB 접촉부,0.7905,0.9372,0.0564,0.1255,0.00709,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00018,22,MCCB 접촉부,0.6006,0.944,0.0564,0.112,0.00632,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00018,22,MCCB 접촉부,0.1878,0.972,0.0691,0.0559,0.00386,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00020,22,MCCB 접촉부,0.5932,0.9555,0.0705,0.0891,0.00628,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00020,21,MCCB,0.2806,0.9679,0.2283,0.0638,0.01457,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00020,21,MCCB,0.6933,0.9462,0.2764,0.1068,0.02953,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00020,22,MCCB 접촉부,0.3678,0.9654,0.0462,0.0692,0.0032,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00020,22,MCCB 접촉부,0.7934,0.948,0.0558,0.104,0.0058,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00023,22,MCCB 접촉부,0.4055,0.8814,0.089,0.2344,0.02086,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00023,21,MCCB,0.5275,0.8705,0.3397,0.2588,0.08791,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00024,21,MCCB,0.4189,0.8617,0.3393,0.2766,0.09385,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00024,22,MCCB 접촉부,0.5572,0.8934,0.056,0.2108,0.01181,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00025,21,MCCB,0.536,0.8625,0.3204,0.2749,0.08808,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00026,21,MCCB,0.0532,0.8463,0.1062,0.1607,0.01707,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00026,22,MCCB 접촉부,0.6584,0.8827,0.0714,0.2343,0.01673,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00026,21,MCCB,0.0464,0.5241,0.0928,0.3204,0.02974,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00026,22,MCCB 접촉부,0.3889,0.8855,0.0555,0.2288,0.0127,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00026,21,MCCB,0.5271,0.8803,0.3398,0.239,0.08124,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00027,21,MCCB,0.0616,0.3489,0.1231,0.2881,0.03547,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00027,21,MCCB,0.0535,0.6902,0.1068,0.2695,0.02878,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00028,22,MCCB 접촉부,0.0334,0.7867,0.0668,0.2527,0.01689,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00028,22,MCCB 접촉부,0.9918,0.6819,0.0164,0.367,0.00602,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00028,21,MCCB,0.0511,0.408,0.1022,0.2873,0.02936,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00029,21,MCCB,0.0573,0.7366,0.1143,0.3424,0.03915,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00029,21,MCCB,0.0658,0.3423,0.1314,0.2981,0.03918,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00030,21,MCCB,0.0819,0.3518,0.1638,0.2881,0.04717,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00030,21,MCCB,0.0746,0.7435,0.1488,0.3292,0.04898,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,21,MCCB,0.0757,0.8148,0.1511,0.213,0.03218,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,22,MCCB 접촉부,0.6696,0.8676,0.0527,0.2605,0.01373,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,21,MCCB,0.0803,0.4523,0.1602,0.3174,0.05085,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,21,MCCB,0.0868,0.1611,0.1735,0.1253,0.02174,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,21,MCCB,0.5461,0.8579,0.3071,0.2842,0.08728,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00031,22,MCCB 접촉부,0.426,0.8646,0.0607,0.2664,0.01618,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,22,MCCB 접촉부,0.4281,0.0659,0.054,0.1318,0.00712,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,21,MCCB,0.0936,0.4172,0.1872,0.301,0.05633,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,21,MCCB,0.5566,0.9326,0.2107,0.1347,0.02839,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,21,MCCB,0.1049,0.7838,0.2096,0.2749,0.05761,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,21,MCCB,0.0826,0.1542,0.165,0.1141,0.01883,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,22,MCCB 접촉부,0.6413,0.9356,0.0359,0.1288,0.00463,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,22,MCCB 접촉부,0.4814,0.9465,0.043,0.107,0.0046,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,22,MCCB 접촉부,0.6731,0.0617,0.0495,0.1233,0.00611,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00032,21,MCCB,0.549,0.0677,0.3014,0.1352,0.04076,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,21,MCCB,0.0593,0.305,0.1183,0.3129,0.03703,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,21,MCCB,0.4976,0.9116,0.2325,0.1767,0.0411,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,22,MCCB 접촉부,0.4053,0.914,0.0434,0.1708,0.00742,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,22,MCCB 접촉부,0.3982,0.0202,0.0576,0.0405,0.00233,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,21,MCCB,0.5291,0.037,0.3225,0.0722,0.02328,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00033,21,MCCB,0.0605,0.6803,0.1183,0.3129,0.03703,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,22,MCCB 접촉부,0.0074,0.166,0.0148,0.1613,0.00239,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,21,MCCB,0.1119,0.4482,0.2233,0.2224,0.04968,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,22,MCCB 접촉부,0.026,0.6519,0.0468,0.1693,0.00792,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,21,MCCB,0.101,0.8417,0.2016,0.1502,0.03028,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,21,MCCB,0.1054,0.1855,0.2109,0.1623,0.03423,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,21,MCCB,0.1039,0.6661,0.2009,0.2054,0.04127,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,22,MCCB 접촉부,0.0244,0.839,0.0468,0.1387,0.00649,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00034,22,MCCB 접촉부,0.0146,0.4298,0.0292,0.2207,0.00645,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,22,MCCB 접촉부,0.0108,0.5965,0.0217,0.1673,0.00362,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,21,MCCB,0.096,0.1756,0.1919,0.1437,0.02759,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,21,MCCB,0.0962,0.3852,0.192,0.2077,0.03988,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,21,MCCB,0.0973,0.6076,0.1945,0.2076,0.04038,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,22,MCCB 접촉부,0.0075,0.3801,0.0149,0.1838,0.00274,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00035,22,MCCB 접촉부,0.7902,0.7673,0.0674,0.4637,0.03127,1,프레임접촉x1,1
9ban,A2_B1_P9_2022-06-03_IR1_00036,21,MCCB,0.0977,0.427,0.1955,0.1934,0.0378,1,프레임접촉x1,1
