panel_id,image,box_index,class_id,class_name,osd_area_ratio,osd_pixels,threshold
P1,A2_B1_P1_2022-06-03_IR1_00085,7,0,core_iron,0.0044,27,0.3
P1,A2_B1_P1_2022-06-03_IR1_00086,0,0,core_iron,0.0256,162,0.3
P1,A2_B1_P1_2022-06-03_IR1_00086,1,1,epoxy_surface,0.0111,116,0.3
P1,A2_B1_P1_2022-06-03_IR1_00086,2,1,epoxy_surface,0.0039,37,0.3
P1,A2_B1_P1_2022-06-03_IR1_00086,3,1,epoxy_surface,0.0042,42,0.3
P1,A2_B1_P1_2022-06-03_IR1_00087,0,1,epoxy_surface,0.0144,194,0.3
P1,A2_B1_P1_2022-06-03_IR1_00087,1,0,core_iron,0.0139,73,0.3
P1,A2_B1_P1_2022-06-03_IR1_00087,2,1,epoxy_surface,0.0053,105,0.3
P1,A2_B1_P1_2022-06-03_IR1_00088,0,1,epoxy_surface,0.0133,210,0.3
P1,A2_B1_P1_2022-06-03_IR1_00088,1,1,epoxy_surface,0.0051,90,0.3
P1,A2_B1_P1_2022-06-03_IR1_00088,2,0,core_iron,0.0257,167,0.3
P1,A2_B1_P1_2022-06-03_IR1_00089,1,1,epoxy_surface,0.0061,80,0.3
P1,A2_B1_P1_2022-06-03_IR1_00089,2,1,epoxy_surface,0.0142,219,0.3
P1,A2_B1_P1_2022-06-03_IR1_00089,3,2,mold_tr_contact,0.0295,17,0.3
P1,A2_B1_P1_2022-06-03_IR1_00089,4,0,core_iron,0.0194,125,0.3
P1,A2_B1_P1_2022-06-03_IR1_00090,0,1,epoxy_surface,0.0093,102,0.3
P1,A2_B1_P1_2022-06-03_IR1_00090,1,2,mold_tr_contact,0.0476,16,0.3
P1,A2_B1_P1_2022-06-03_IR1_00090,3,0,core_iron,0.0023,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00091,0,0,core_iron,0.0241,114,0.3
P1,A2_B1_P1_2022-06-03_IR1_00091,2,1,epoxy_surface,0.0127,119,0.3
P1,A2_B1_P1_2022-06-03_IR1_00092,0,1,epoxy_surface,0.0052,96,0.3
P1,A2_B1_P1_2022-06-03_IR1_00092,1,0,core_iron,0.0156,60,0.3
P1,A2_B1_P1_2022-06-03_IR1_00092,2,1,epoxy_surface,0.0205,151,0.3
P1,A2_B1_P1_2022-06-03_IR1_00093,0,1,epoxy_surface,0.0046,73,0.3
P1,A2_B1_P1_2022-06-03_IR1_00093,1,1,epoxy_surface,0.0066,117,0.3
P1,A2_B1_P1_2022-06-03_IR1_00093,2,1,epoxy_surface,0.0119,186,0.3
P1,A2_B1_P1_2022-06-03_IR1_00094,0,1,epoxy_surface,0.0058,70,0.3
P1,A2_B1_P1_2022-06-03_IR1_00094,1,1,epoxy_surface,0.0045,88,0.3
P1,A2_B1_P1_2022-06-03_IR1_00094,2,1,epoxy_surface,0.0199,181,0.3
P1,A2_B1_P1_2022-06-03_IR1_00094,3,0,core_iron,0.0027,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00095,0,1,epoxy_surface,0.0126,108,0.3
P1,A2_B1_P1_2022-06-03_IR1_00095,2,2,mold_tr_contact,0.0144,6,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,0,1,epoxy_surface,0.0060,78,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,1,1,epoxy_surface,0.0032,44,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,2,2,mold_tr_contact,0.0074,3,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,3,1,epoxy_surface,0.0143,88,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,4,2,mold_tr_contact,0.0107,3,0.3
P1,A2_B1_P1_2022-06-03_IR1_00096,6,0,core_iron,0.0052,36,0.3
P1,A2_B1_P1_2022-06-03_IR1_00097,0,0,core_iron,0.0161,144,0.3
P1,A2_B1_P1_2022-06-03_IR1_00097,1,2,mold_tr_contact,0.0312,12,0.3
P1,A2_B1_P1_2022-06-03_IR1_00097,2,1,epoxy_surface,0.0108,118,0.3
P1,A2_B1_P1_2022-06-03_IR1_00097,5,1,epoxy_surface,0.0058,81,0.3
P1,A2_B1_P1_2022-06-03_IR1_00097,7,2,mold_tr_contact,0.0747,28,0.3
P1,A2_B1_P1_2022-06-03_IR1_00098,1,1,epoxy_surface,0.0037,15,0.3
P1,A2_B1_P1_2022-06-03_IR1_00098,2,0,core_iron,0.0044,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00098,3,1,epoxy_surface,0.0107,145,0.3
P1,A2_B1_P1_2022-06-03_IR1_00099,0,0,core_iron,0.0091,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00099,1,1,epoxy_surface,0.0034,48,0.3
P1,A2_B1_P1_2022-06-03_IR1_00099,2,1,epoxy_surface,0.0184,165,0.3
P1,A2_B1_P1_2022-06-03_IR1_00100,0,1,epoxy_surface,0.0139,158,0.3
P1,A2_B1_P1_2022-06-03_IR1_00100,1,0,core_iron,0.0058,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00100,2,1,epoxy_surface,0.0041,63,0.3
P1,A2_B1_P1_2022-06-03_IR1_00101,0,1,epoxy_surface,0.0044,67,0.3
P1,A2_B1_P1_2022-06-03_IR1_00101,1,0,core_iron,0.0069,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00101,2,1,epoxy_surface,0.0132,158,0.3
P1,A2_B1_P1_2022-06-03_IR1_00102,0,1,epoxy_surface,0.0034,45,0.3
P1,A2_B1_P1_2022-06-03_IR1_00102,1,0,core_iron,0.0065,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00102,2,1,epoxy_surface,0.0097,166,0.3
P1,A2_B1_P1_2022-06-03_IR1_00103,0,1,epoxy_surface,0.0101,175,0.3
P1,A2_B1_P1_2022-06-03_IR1_00103,2,1,epoxy_surface,0.0057,76,0.3
P1,A2_B1_P1_2022-06-03_IR1_00103,3,1,epoxy_surface,0.0005,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00103,4,0,core_iron,0.0146,101,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,0,1,epoxy_surface,0.0167,103,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,1,2,mold_tr_contact,0.0018,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,2,2,mold_tr_contact,0.0016,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,5,0,core_iron,0.0066,84,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,6,1,epoxy_surface,0.0097,57,0.3
P1,A2_B1_P1_2022-06-03_IR1_00104,7,1,epoxy_surface,0.0125,85,0.3
P1,A2_B1_P1_2022-06-03_IR1_00105,1,0,core_iron,0.0071,78,0.3
P1,A2_B1_P1_2022-06-03_IR1_00105,2,1,epoxy_surface,0.0194,91,0.3
P1,A2_B1_P1_2022-06-03_IR1_00105,3,1,epoxy_surface,0.0114,98,0.3
P1,A2_B1_P1_2022-06-03_IR1_00105,4,1,epoxy_surface,0.0024,14,0.3
P1,A2_B1_P1_2022-06-03_IR1_00105,7,2,mold_tr_contact,0.0125,19,0.3
P1,A2_B1_P1_2022-06-03_IR1_00106,0,0,core_iron,0.0068,82,0.3
P1,A2_B1_P1_2022-06-03_IR1_00106,1,1,epoxy_surface,0.0087,80,0.3
P1,A2_B1_P1_2022-06-03_IR1_00106,3,1,epoxy_surface,0.0130,106,0.3
P1,A2_B1_P1_2022-06-03_IR1_00106,6,1,epoxy_surface,0.0118,68,0.3
P1,A2_B1_P1_2022-06-03_IR1_00107,0,1,epoxy_surface,0.0051,96,0.3
P1,A2_B1_P1_2022-06-03_IR1_00107,1,1,epoxy_surface,0.0161,279,0.3
P1,A2_B1_P1_2022-06-03_IR1_00107,2,0,core_iron,0.0162,73,0.3
P1,A2_B1_P1_2022-06-03_IR1_00108,0,0,core_iron,0.0184,69,0.3
P1,A2_B1_P1_2022-06-03_IR1_00108,1,1,epoxy_surface,0.0071,131,0.3
P1,A2_B1_P1_2022-06-03_IR1_00108,2,1,epoxy_surface,0.0147,289,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,0,2,mold_tr_contact,0.0136,6,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,1,2,mold_tr_contact,0.0172,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,2,2,mold_tr_contact,0.0223,9,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,3,1,epoxy_surface,0.0069,57,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,4,1,epoxy_surface,0.0161,220,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,5,2,mold_tr_contact,0.0207,9,0.3
P1,A2_B1_P1_2022-06-03_IR1_00109,6,0,core_iron,0.0029,11,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,0,1,epoxy_surface,0.0074,68,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,1,2,mold_tr_contact,0.0357,15,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,2,2,mold_tr_contact,0.0332,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,3,1,epoxy_surface,0.0075,83,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,4,2,mold_tr_contact,0.0046,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,5,1,epoxy_surface,0.0329,102,0.3
P1,A2_B1_P1_2022-06-03_IR1_00110,6,0,core_iron,0.0029,17,0.3
P1,A2_B1_P1_2022-06-03_IR1_00111,0,1,epoxy_surface,0.0098,111,0.3
P1,A2_B1_P1_2022-06-03_IR1_00111,1,0,core_iron,0.0150,71,0.3
P1,A2_B1_P1_2022-06-03_IR1_00112,0,2,mold_tr_contact,0.0312,14,0.3
P1,A2_B1_P1_2022-06-03_IR1_00112,2,0,core_iron,0.0198,125,0.3
P1,A2_B1_P1_2022-06-03_IR1_00112,3,1,epoxy_surface,0.0061,87,0.3
P1,A2_B1_P1_2022-06-03_IR1_00112,4,1,epoxy_surface,0.0148,195,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,0,1,epoxy_surface,0.0152,160,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,1,0,core_iron,0.0022,14,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,2,2,mold_tr_contact,0.0286,16,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,3,2,mold_tr_contact,0.0314,8,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,4,1,epoxy_surface,0.0066,83,0.3
P1,A2_B1_P1_2022-06-03_IR1_00113,5,2,mold_tr_contact,0.0065,4,0.3
P1,A2_B1_P1_2022-06-03_IR1_00114,0,0,core_iron,0.0191,151,0.3
P1,A2_B1_P1_2022-06-03_IR1_00114,1,1,epoxy_surface,0.0123,157,0.3
P1,A2_B1_P1_2022-06-03_IR1_00114,2,1,epoxy_surface,0.0063,90,0.3
P1,A2_B1_P1_2022-06-03_IR1_00114,3,1,epoxy_surface,0.0052,78,0.3
P1,A2_B1_P1_2022-06-03_IR1_00115,0,1,epoxy_surface,0.0041,76,0.3
P1,A2_B1_P1_2022-06-03_IR1_00115,1,0,core_iron,0.0127,53,0.3
P1,A2_B1_P1_2022-06-03_IR1_00115,2,1,epoxy_surface,0.0056,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00115,3,1,epoxy_surface,0.0122,188,0.3
P1,A2_B1_P1_2022-06-03_IR1_00116,1,1,epoxy_surface,0.0153,134,0.3
P1,A2_B1_P1_2022-06-03_IR1_00116,2,0,core_iron,0.0183,63,0.3
P1,A2_B1_P1_2022-06-03_IR1_00117,0,1,epoxy_surface,0.0063,55,0.3
P1,A2_B1_P1_2022-06-03_IR1_00117,1,1,epoxy_surface,0.0106,104,0.3
P1,A2_B1_P1_2022-06-03_IR1_00117,2,0,core_iron,0.0155,65,0.3
P1,A2_B1_P1_2022-06-03_IR1_00117,3,0,core_iron,0.0012,9,0.3
P1,A2_B1_P1_2022-06-03_IR1_00117,4,1,epoxy_surface,0.0050,45,0.3
P1,A2_B1_P1_2022-06-03_IR1_00118,0,0,core_iron,0.0362,191,0.3
P1,A2_B1_P1_2022-06-03_IR1_00118,3,1,epoxy_surface,0.0110,109,0.3
P1,A2_B1_P1_2022-06-03_IR1_00118,4,1,epoxy_surface,0.0008,8,0.3
P1,A2_B1_P1_2022-06-03_IR1_00119,0,1,epoxy_surface,0.0152,166,0.3
P1,A2_B1_P1_2022-06-03_IR1_00119,1,1,epoxy_surface,0.0016,21,0.3
P1,A2_B1_P1_2022-06-03_IR1_00119,2,1,epoxy_surface,0.0039,51,0.3
P1,A2_B1_P1_2022-06-03_IR1_00119,3,0,core_iron,0.0204,89,0.3
P1,A2_B1_P1_2022-06-03_IR1_00120,0,1,epoxy_surface,0.0057,94,0.3
P1,A2_B1_P1_2022-06-03_IR1_00120,1,1,epoxy_surface,0.0186,168,0.3
P1,A2_B1_P1_2022-06-03_IR1_00120,2,1,epoxy_surface,0.0024,38,0.3
P1,A2_B1_P1_2022-06-03_IR1_00120,3,0,core_iron,0.0313,206,0.3
P1,A2_B1_P1_2022-06-03_IR1_00121,0,1,epoxy_surface,0.0046,70,0.3
P1,A2_B1_P1_2022-06-03_IR1_00121,1,0,core_iron,0.0066,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00121,2,1,epoxy_surface,0.0114,177,0.3
P1,A2_B1_P1_2022-06-03_IR1_00122,0,0,core_iron,0.0214,55,0.3
P1,A2_B1_P1_2022-06-03_IR1_00122,1,1,epoxy_surface,0.0038,62,0.3
P1,A2_B1_P1_2022-06-03_IR1_00122,2,1,epoxy_surface,0.0149,152,0.3
P1,A2_B1_P1_2022-06-03_IR1_00123,0,1,epoxy_surface,0.0033,52,0.3
P1,A2_B1_P1_2022-06-03_IR1_00123,1,1,epoxy_surface,0.0141,144,0.3
P1,A2_B1_P1_2022-06-03_IR1_00123,2,0,core_iron,0.0168,61,0.3
P1,A2_B1_P1_2022-06-03_IR1_00124,0,0,core_iron,0.0183,48,0.3
P1,A2_B1_P1_2022-06-03_IR1_00124,1,1,epoxy_surface,0.0103,148,0.3
P1,A2_B1_P1_2022-06-03_IR1_00124,2,1,epoxy_surface,0.0049,70,0.3
P1,A2_B1_P1_2022-06-03_IR1_00125,0,1,epoxy_surface,0.0101,181,0.3
P1,A2_B1_P1_2022-06-03_IR1_00125,1,1,epoxy_surface,0.0061,83,0.3
P1,A2_B1_P1_2022-06-03_IR1_00125,3,0,core_iron,0.0133,62,0.3
P1,A2_B1_P1_2022-06-03_IR1_00125,4,1,epoxy_surface,0.0014,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00126,0,0,core_iron,0.0054,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00126,1,1,epoxy_surface,0.0093,184,0.3
P1,A2_B1_P1_2022-06-03_IR1_00126,2,1,epoxy_surface,0.0054,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00127,3,0,core_iron,0.0192,104,0.3
P1,A2_B1_P1_2022-06-03_IR1_00127,4,1,epoxy_surface,0.0093,104,0.3
P1,A2_B1_P1_2022-06-03_IR1_00128,0,2,mold_tr_contact,0.0476,8,0.3
P1,A2_B1_P1_2022-06-03_IR1_00128,2,1,epoxy_surface,0.0117,115,0.3
P1,A2_B1_P1_2022-06-03_IR1_00128,3,1,epoxy_surface,0.0014,3,0.3
P1,A2_B1_P1_2022-06-03_IR1_00128,4,0,core_iron,0.0192,45,0.3
P1,A2_B1_P1_2022-06-03_IR1_00129,1,0,core_iron,0.0070,64,0.3
P1,A2_B1_P1_2022-06-03_IR1_00129,2,1,epoxy_surface,0.0114,85,0.3
P1,A2_B1_P1_2022-06-03_IR1_00129,3,1,epoxy_surface,0.0160,111,0.3
P1,A2_B1_P1_2022-06-03_IR1_00129,4,1,epoxy_surface,0.0104,60,0.3
P1,A2_B1_P1_2022-06-03_IR1_00130,1,1,epoxy_surface,0.0199,101,0.3
P1,A2_B1_P1_2022-06-03_IR1_00130,3,1,epoxy_surface,0.0127,86,0.3
P1,A2_B1_P1_2022-06-03_IR1_00130,4,1,epoxy_surface,0.0104,74,0.3
P1,A2_B1_P1_2022-06-03_IR1_00130,5,0,core_iron,0.0076,70,0.3
P1,A2_B1_P1_2022-06-03_IR1_00130,7,2,mold_tr_contact,0.0038,4,0.3
P1,A2_B1_P1_2022-06-03_IR1_00131,0,1,epoxy_surface,0.0155,106,0.3
P1,A2_B1_P1_2022-06-03_IR1_00131,4,0,core_iron,0.0039,36,0.3
P1,A2_B1_P1_2022-06-03_IR1_00131,5,1,epoxy_surface,0.0126,52,0.3
P1,A2_B1_P1_2022-06-03_IR1_00131,6,1,epoxy_surface,0.0109,74,0.3
P1,A2_B1_P1_2022-06-03_IR1_00132,3,1,epoxy_surface,0.0213,102,0.3
P1,A2_B1_P1_2022-06-03_IR1_00132,4,1,epoxy_surface,0.0063,28,0.3
P1,A2_B1_P1_2022-06-03_IR1_00132,5,1,epoxy_surface,0.0167,28,0.3
P1,A2_B1_P1_2022-06-03_IR1_00132,7,0,core_iron,0.0041,40,0.3
P1,A2_B1_P1_2022-06-03_IR1_00133,1,1,epoxy_surface,0.0100,50,0.3
P1,A2_B1_P1_2022-06-03_IR1_00133,4,0,core_iron,0.0066,86,0.3
P1,A2_B1_P1_2022-06-03_IR1_00133,5,1,epoxy_surface,0.0171,92,0.3
P1,A2_B1_P1_2022-06-03_IR1_00133,6,1,epoxy_surface,0.0122,91,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,0,2,mold_tr_contact,0.0071,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,1,0,core_iron,0.0040,42,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,2,2,mold_tr_contact,0.0016,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,3,2,mold_tr_contact,0.0076,10,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,4,1,epoxy_surface,0.0111,97,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,5,1,epoxy_surface,0.0071,60,0.3
P1,A2_B1_P1_2022-06-03_IR1_00134,6,2,mold_tr_contact,0.0160,16,0.3
P1,A2_B1_P1_2022-06-03_IR1_00135,0,0,core_iron,0.0178,81,0.3
P1,A2_B1_P1_2022-06-03_IR1_00135,1,1,epoxy_surface,0.0057,94,0.3
P1,A2_B1_P1_2022-06-03_IR1_00135,2,1,epoxy_surface,0.0167,269,0.3
P1,A2_B1_P1_2022-06-03_IR1_00136,0,0,core_iron,0.0331,154,0.3
P1,A2_B1_P1_2022-06-03_IR1_00136,1,1,epoxy_surface,0.0058,59,0.3
P1,A2_B1_P1_2022-06-03_IR1_00136,2,1,epoxy_surface,0.0302,126,0.3
P1,A2_B1_P1_2022-06-03_IR1_00136,3,1,epoxy_surface,0.0074,124,0.3
P1,A2_B1_P1_2022-06-03_IR1_00137,0,1,epoxy_surface,0.0211,164,0.3
P1,A2_B1_P1_2022-06-03_IR1_00137,1,1,epoxy_surface,0.0098,151,0.3
P1,A2_B1_P1_2022-06-03_IR1_00137,2,0,core_iron,0.0235,60,0.3
P1,A2_B1_P1_2022-06-03_IR1_00138,1,2,mold_tr_contact,0.1316,85,0.3
P1,A2_B1_P1_2022-06-03_IR1_00138,2,1,epoxy_surface,0.0176,133,0.3
P1,A2_B1_P1_2022-06-03_IR1_00138,3,1,epoxy_surface,0.0067,93,0.3
P1,A2_B1_P1_2022-06-03_IR1_00138,4,0,core_iron,0.0185,111,0.3
P1,A2_B1_P1_2022-06-03_IR1_00138,5,2,mold_tr_contact,0.0893,30,0.3
P1,A2_B1_P1_2022-06-03_IR1_00139,0,1,epoxy_surface,0.0276,139,0.3
P1,A2_B1_P1_2022-06-03_IR1_00139,1,2,mold_tr_contact,0.0090,2,0.3
P1,A2_B1_P1_2022-06-03_IR1_00139,3,1,epoxy_surface,0.0051,76,0.3
P1,A2_B1_P1_2022-06-03_IR1_00139,4,1,epoxy_surface,0.0062,86,0.3
P1,A2_B1_P1_2022-06-03_IR1_00139,5,0,core_iron,0.0195,150,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,0,2,mold_tr_contact,0.0035,1,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,1,2,mold_tr_contact,0.0254,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,2,1,epoxy_surface,0.0063,69,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,3,1,epoxy_surface,0.0072,95,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,4,2,mold_tr_contact,0.0239,5,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,5,2,mold_tr_contact,0.0265,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00140,6,0,core_iron,0.0027,18,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,0,0,core_iron,0.0021,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,2,1,epoxy_surface,0.0067,66,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,3,2,mold_tr_contact,0.0256,7,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,4,2,mold_tr_contact,0.0390,9,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,5,2,mold_tr_contact,0.0170,5,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,6,2,mold_tr_contact,0.0669,20,0.3
P1,A2_B1_P1_2022-06-03_IR1_00141,7,1,epoxy_surface,0.0172,113,0.3
P1,A2_B1_P1_2022-06-03_IR1_00142,1,1,epoxy_surface,0.0167,172,0.3
P1,A2_B1_P1_2022-06-03_IR1_00142,2,0,core_iron,0.0234,107,0.3
P1,A2_B1_P1_2022-06-03_IR1_00142,3,1,epoxy_surface,0.0072,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00143,0,1,epoxy_surface,0.0160,180,0.3
P1,A2_B1_P1_2022-06-03_IR1_00143,1,2,mold_tr_contact,0.2062,33,0.3
P1,A2_B1_P1_2022-06-03_IR1_00143,3,1,epoxy_surface,0.0060,83,0.3
P1,A2_B1_P1_2022-06-03_IR1_00143,5,0,core_iron,0.0220,116,0.3
P1,A2_B1_P1_2022-06-03_IR1_00144,0,0,core_iron,0.0183,69,0.3
P1,A2_B1_P1_2022-06-03_IR1_00144,1,1,epoxy_surface,0.0080,136,0.3
P1,A2_B1_P1_2022-06-03_IR1_00144,2,1,epoxy_surface,0.0119,200,0.3
P1,A2_B1_P1_2022-06-03_IR1_00144,3,1,epoxy_surface,0.0170,264,0.3
P1,A2_B1_P1_2022-06-03_IR1_00145,0,1,epoxy_surface,0.0042,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00145,1,1,epoxy_surface,0.0056,84,0.3
P1,A2_B1_P1_2022-06-03_IR1_00145,2,1,epoxy_surface,0.0131,158,0.3
P1,A2_B1_P1_2022-06-03_IR1_00145,3,0,core_iron,0.0025,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,0,1,epoxy_surface,0.0051,64,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,1,2,mold_tr_contact,0.0167,5,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,2,2,mold_tr_contact,0.0248,8,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,4,0,core_iron,0.0050,40,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,5,1,epoxy_surface,0.0105,143,0.3
P1,A2_B1_P1_2022-06-03_IR1_00146,6,1,epoxy_surface,0.0071,80,0.3
P1,A2_B1_P1_2022-06-03_IR1_00147,1,2,mold_tr_contact,0.0175,5,0.3
P1,A2_B1_P1_2022-06-03_IR1_00147,2,0,core_iron,0.0158,141,0.3
P1,A2_B1_P1_2022-06-03_IR1_00147,4,1,epoxy_surface,0.0102,107,0.3
P1,A2_B1_P1_2022-06-03_IR1_00148,0,1,epoxy_surface,0.0028,35,0.3
P1,A2_B1_P1_2022-06-03_IR1_00148,2,1,epoxy_surface,0.0164,166,0.3
P1,A2_B1_P1_2022-06-03_IR1_00148,3,1,epoxy_surface,0.0064,83,0.3
P1,A2_B1_P1_2022-06-03_IR1_00148,4,0,core_iron,0.0195,156,0.3
P1,A2_B1_P1_2022-06-03_IR1_00149,0,1,epoxy_surface,0.0019,24,0.3
P1,A2_B1_P1_2022-06-03_IR1_00149,1,1,epoxy_surface,0.0159,191,0.3
P1,A2_B1_P1_2022-06-03_IR1_00149,3,2,mold_tr_contact,0.0040,1,0.3
P1,A2_B1_P1_2022-06-03_IR1_00149,4,0,core_iron,0.0156,150,0.3
P1,A2_B1_P1_2022-06-03_IR1_00149,6,1,epoxy_surface,0.0061,86,0.3
P1,A2_B1_P1_2022-06-03_IR1_00150,1,0,core_iron,0.0172,177,0.3
P1,A2_B1_P1_2022-06-03_IR1_00150,2,1,epoxy_surface,0.0055,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00150,3,1,epoxy_surface,0.0065,73,0.3
P1,A2_B1_P1_2022-06-03_IR1_00150,6,1,epoxy_surface,0.0125,155,0.3
P1,A2_B1_P1_2022-06-03_IR1_00151,0,1,epoxy_surface,0.0118,151,0.3
P1,A2_B1_P1_2022-06-03_IR1_00151,1,1,epoxy_surface,0.0040,54,0.3
P1,A2_B1_P1_2022-06-03_IR1_00151,2,1,epoxy_surface,0.0065,82,0.3
P1,A2_B1_P1_2022-06-03_IR1_00151,4,0,core_iron,0.0025,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00152,0,1,epoxy_surface,0.0098,42,0.3
P1,A2_B1_P1_2022-06-03_IR1_00152,1,1,epoxy_surface,0.0033,49,0.3
P1,A2_B1_P1_2022-06-03_IR1_00152,2,1,epoxy_surface,0.0103,127,0.3
P1,A2_B1_P1_2022-06-03_IR1_00153,0,1,epoxy_surface,0.0063,105,0.3
P1,A2_B1_P1_2022-06-03_IR1_00153,1,1,epoxy_surface,0.0124,186,0.3
P1,A2_B1_P1_2022-06-03_IR1_00154,0,1,epoxy_surface,0.0199,165,0.3
P1,A2_B1_P1_2022-06-03_IR1_00154,1,1,epoxy_surface,0.0014,19,0.3
P1,A2_B1_P1_2022-06-03_IR1_00155,0,1,epoxy_surface,0.0149,156,0.3
P1,A2_B1_P1_2022-06-03_IR1_00155,1,1,epoxy_surface,0.0014,19,0.3
P1,A2_B1_P1_2022-06-03_IR1_00155,2,0,core_iron,0.0171,59,0.3
P1,A2_B1_P1_2022-06-03_IR1_00156,0,1,epoxy_surface,0.0057,75,0.3
P1,A2_B1_P1_2022-06-03_IR1_00156,1,0,core_iron,0.0047,13,0.3
P1,A2_B1_P1_2022-06-03_IR1_00156,2,1,epoxy_surface,0.0215,142,0.3
P1,A2_B1_P1_2022-06-03_IR1_00156,3,1,epoxy_surface,0.0039,66,0.3
P1,A2_B1_P1_2022-06-03_IR1_00156,4,0,core_iron,0.0003,1,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,0,1,epoxy_surface,0.0065,78,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,1,2,mold_tr_contact,0.0070,3,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,2,0,core_iron,0.0051,38,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,3,1,epoxy_surface,0.0258,116,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,4,1,epoxy_surface,0.0033,50,0.3
P1,A2_B1_P1_2022-06-03_IR1_00157,6,2,mold_tr_contact,0.0143,4,0.3
P1,A2_B1_P1_2022-06-03_IR1_00158,4,0,core_iron,0.0143,120,0.3
P1,A2_B1_P1_2022-06-03_IR1_00159,2,0,core_iron,0.0175,85,0.3
P1,A2_B1_P1_2022-06-03_IR1_00160,0,1,epoxy_surface,0.0126,133,0.3
P1,A2_B1_P1_2022-06-03_IR1_00160,1,0,core_iron,0.0170,27,0.3
